SubscriptionMonth,Country,Hackerspace,TrackName,ProductScheduleStandardized,StudentGender,Industry,AgeGroup,ExperienceLevel,ChurnFlag,TotalSubscriptions,AvgProgress,TotalDiplomas,AvgExperience,DiplomaRate
2024-02,Tunisia,Tunis Lac Hackerspace,Data Analytics - Microsoft Power BI Certified*,Code Schedule,Female,Engineering And Technology,18-24,No Experience,Completed,1,97.58,1,0.0,1.0
2024-02,Tunisia,Tunis Lac Hackerspace,Data Analytics - Microsoft Power BI Certified*,Code Schedule,Female,Management,25-34,Mid-Level,Completed,1,100.0,1,3.0,1.0
2024-02,Tunisia,Tunis Lac Hackerspace,Data Analytics - Microsoft Power BI Certified*,Code Schedule,Female,Research And Development,25-34,Junior,Completed,1,100.0,1,1.0,1.0
2024-02,Tunisia,Tunis Lac Hackerspace,Data Analytics - Microsoft Power BI Certified*,Code Schedule,Female,Research And Development,50+,Mid-Level,Completed,1,100.0,1,4.0,1.0
2024-02,Tunisia,Tunis Lac Hackerspace,Data Analytics - Microsoft Power BI Certified*,Code Schedule,Male,Engineering And Technology,18-24,No Experience,Completed,1,96.26,1,0.0,1.0
2024-02,Tunisia,Tunisia Online Hackerspace,Data Scientist Bootcamp*,Night,Female,Management,25-34,Mid-Level,Completed,1,100.0,1,3.0,1.0
2024-02,Tunisia,Tunisia Online Hackerspace,Data Scientist Bootcamp*,Night,Female,Management,35-49,Mid-Level,Completed,1,84.92,1,4.0,1.0
2024-02,Tunisia,Tunisia Online Hackerspace,Data Scientist Bootcamp*,Night,Female,Management,Unknown,No Experience,Completed,1,84.96,1,0.0,1.0
2024-02,Tunisia,Tunisia Online Hackerspace,Data Scientist Bootcamp*,Night,Female,Research And Development,25-34,Junior,Completed,1,100.0,1,2.0,1.0
2024-02,Tunisia,Tunisia Online Hackerspace,Data Scientist Bootcamp*,Night,Female,Sales,25-34,Junior,Completed,1,99.44,1,2.0,1.0
2024-02,Tunisia,Tunisia Online Hackerspace,Data Scientist Bootcamp*,Night,Female,Unknown,25-34,Junior,Completed,2,100.0,2,1.5,1.0
2024-02,Tunisia,Tunisia Online Hackerspace,Data Scientist Bootcamp*,Night,Male,Design,35-49,Mid-Level,Completed,1,99.72,1,3.0,1.0
2024-02,Tunisia,Tunisia Online Hackerspace,Data Scientist Bootcamp*,Night,Male,Research And Development,25-34,Mid-Level,Completed,1,100.0,1,4.0,1.0
2024-02,Tunisia,Tunisia Online Hackerspace,Data Scientist Bootcamp*,Night,Male,Research And Development,35-49,Mid-Level,Active / In Progress,1,35.05,0,3.0,0.0
2024-02,Tunisia,Tunisia Online Hackerspace,Data Scientist Bootcamp*,Night,Male,Sales,18-24,No Experience,Completed,1,99.16,1,0.0,1.0
2024-02,Tunisia,Tunisia Online Hackerspace,Data Scientist Bootcamp*,Night,Male,Unknown,25-34,Junior,Completed,1,100.0,1,2.0,1.0
2024-02,Tunisia,Tunisia Online Hackerspace,Software Developer Bootcamp*,Night,Female,Engineering And Technology,18-24,No Experience,Active / In Progress,1,76.25,0,0.0,0.0
2024-02,Tunisia,Tunisia Online Hackerspace,Software Developer Bootcamp*,Night,Female,Engineering And Technology,25-34,Mid-Level,Active / In Progress,1,100.0,0,4.0,0.0
2024-02,Tunisia,Tunisia Online Hackerspace,Software Developer Bootcamp*,Night,Female,Management,25-34,No Experience,Completed,2,100.0,2,0.0,1.0
2024-02,Tunisia,Tunisia Online Hackerspace,Software Developer Bootcamp*,Night,Female,Research And Development,25-34,No Experience,Active / In Progress,1,98.68,0,0.0,0.0
2024-02,Tunisia,Tunisia Online Hackerspace,Software Developer Bootcamp*,Night,Male,Design,18-24,No Experience,Likely Churned,1,6.44,0,0.0,0.0
2024-02,Tunisia,Tunisia Online Hackerspace,Software Developer Bootcamp*,Night,Male,Engineering And Technology,18-24,No Experience,Active / In Progress,1,40.77,0,0.0,0.0
2024-02,Tunisia,Tunisia Online Hackerspace,Software Developer Bootcamp*,Night,Male,Management,25-34,Junior,Completed,1,100.0,1,2.0,1.0
2024-02,Tunisia,Tunisia Online Hackerspace,Software Developer Bootcamp*,Night,Male,Operations,25-34,No Experience,Completed,1,100.0,1,0.0,1.0
2024-02,Tunisia,Tunisia Online Hackerspace,Software Developer Bootcamp*,Night,Male,Research And Development,35-49,Junior,Completed,1,100.0,1,2.0,1.0
2024-02,Tunisia,Tunisia Online Hackerspace,Software Developer Bootcamp*,Night,Male,Research And Development,35-49,Mid-Level,Completed,1,100.0,1,4.0,1.0
2024-02,Tunisia,Tunisia Online Hackerspace,Software Developer Bootcamp*,Night,Male,Research And Development,35-49,Mid-Level,Likely Churned,1,0.43,0,3.0,0.0
2024-02,Tunisia,Tunisia Online Hackerspace,Software Developer Bootcamp*,Night,Male,Sales,18-24,No Experience,Likely Churned,1,16.09,0,0.0,0.0
2024-03,Algeria,Algiers Hackerspace,Data Analytics - Microsoft Power BI Certified*,Code Schedule,Female,Research And Development,25-34,Mid-Level,Completed,1,100.0,1,3.0,1.0
2024-03,Algeria,Algiers Hackerspace,Data Analytics - Microsoft Power BI Certified*,Code Schedule,Female,Research And Development,25-34,No Experience,Active / In Progress,1,79.44,0,0.0,0.0
2024-03,Algeria,Algiers Hackerspace,Data Analytics - Microsoft Power BI Certified*,Code Schedule,Female,Sales,35-49,No Experience,Active / In Progress,1,79.44,0,0.0,0.0
2024-03,Algeria,Algiers Hackerspace,Data Analytics - Microsoft Power BI Certified*,Code Schedule,Female,Unknown,25-34,Junior,Active / In Progress,1,100.0,0,2.0,0.0
2024-03,Algeria,Algiers Hackerspace,Data Analytics - Microsoft Power BI Certified*,Code Schedule,Male,Research And Development,25-34,Junior,Active / In Progress,2,93.925,0,2.0,0.0
2024-03,Algeria,Algiers Hackerspace,Data Analytics - Microsoft Power BI Certified*,Code Schedule,Male,Research And Development,50+,Mid-Level,Completed,1,100.0,1,4.0,1.0
2024-03,Algeria,Algiers Hackerspace,Graphic Design - Adobe Certified*,Code Schedule,Female,Engineering And Technology,18-24,No Experience,Likely Churned,1,12.0,0,0.0,0.0
2024-03,Algeria,Algiers Hackerspace,Graphic Design - Adobe Certified*,Code Schedule,Female,Management,Unknown,No Experience,Active / In Progress,1,80.31,0,0.0,0.0
2024-03,Algeria,Algiers Hackerspace,Graphic Design - Adobe Certified*,Code Schedule,Male,Research And Development,25-34,Mid-Level,Completed,1,100.0,1,3.0,1.0
2024-03,Algeria,Algiers Hackerspace,Performance Marketing - Meta Certified,Code Schedule,Female,Management,25-34,Mid-Level,Completed,1,100.0,1,3.0,1.0
2024-03,Algeria,Algiers Hackerspace,Performance Marketing - Meta Certified,Code Schedule,Female,Research And Development,25-34,Mid-Level,Completed,1,100.0,1,3.0,1.0
2024-03,Algeria,Algiers Hackerspace,Software Developer Bootcamp*,Afternoon,Female,Research And Development,25-34,Junior,Completed,1,100.0,1,2.0,1.0
2024-03,Algeria,Algiers Hackerspace,Software Developer Bootcamp*,Afternoon,Male,Design,18-24,No Experience,Completed,1,100.0,1,0.0,1.0
2024-03,Algeria,Algiers Hackerspace,Software Developer Bootcamp*,Afternoon,Male,Engineering And Technology,18-24,No Experience,Completed,1,100.0,1,0.0,1.0
2024-03,Algeria,Algiers Hackerspace,Software Developer Bootcamp*,Afternoon,Male,Sales,18-24,No Experience,Completed,1,100.0,1,0.0,1.0
2024-03,Algeria,Algiers Hackerspace,Software Testing - ISTQB Certified*,Code Schedule,Female,Management,25-34,Mid-Level,Active / In Progress,1,29.63,0,4.0,0.0
2024-03,Algeria,Algiers Hackerspace,Software Testing - ISTQB Certified*,Code Schedule,Female,Research And Development,25-34,Mid-Level,Active / In Progress,1,37.04,0,3.0,0.0
2024-03,Algeria,Algiers Hackerspace,Software Testing - ISTQB Certified*,Code Schedule,Female,Sales,35-49,Mid-Level,Active / In Progress,1,100.0,0,4.0,0.0
2024-03,Algeria,Algiers Hackerspace,Software Testing - ISTQB Certified*,Code Schedule,Male,Management,35-49,No Experience,Active / In Progress,1,100.0,0,0.0,0.0
2024-03,Algeria,Algiers Hackerspace,Software Testing - ISTQB Certified*,Code Schedule,Male,Research And Development,25-34,Junior,Active / In Progress,1,81.48,0,2.0,0.0
2024-03,Algeria,Algiers Hackerspace,Software Testing - ISTQB Certified*,Code Schedule,Male,Research And Development,35-49,Mid-Level,Active / In Progress,2,84.82,0,4.0,0.0
2024-03,Algeria,Algiers Hackerspace,Software Testing - ISTQB Certified*,Code Schedule,Male,Unknown,35-49,Mid-Level,Active / In Progress,1,100.0,0,4.0,0.0
2024-03,Algeria,Algiers Hackerspace,Software Testing - ISTQB Certified*,Code Schedule,Unknown,Management,Unknown,Mid-Level,Active / In Progress,1,100.0,0,4.0,0.0
2024-03,Algeria,Algiers Hackerspace,Software Testing - ISTQB Certified*,Code Schedule,Unknown,Unknown,35-49,Mid-Level,Active / In Progress,1,29.63,0,4.0,0.0
2024-03,Algeria,Algiers Hackerspace,UX & UI Design*,Code Schedule,Male,Engineering And Technology,18-24,Mid-Level,Completed,1,100.0,1,3.0,1.0
2024-03,Algeria,Algiers Hackerspace,UX & UI Design*,Code Schedule,Male,Engineering And Technology,18-24,No Experience,Completed,1,100.0,1,0.0,1.0
2024-03,Algeria,Algiers Hackerspace,UX & UI Design*,Code Schedule,Male,Engineering And Technology,25-34,No Experience,Completed,1,100.0,1,0.0,1.0
2024-03,Algeria,Algiers Hackerspace,Web Development Essentials*,Code Schedule,Female,Research And Development,25-34,Junior,Completed,1,100.0,1,2.0,1.0
2024-03,Algeria,Algiers Hackerspace,Web Development Essentials*,Code Schedule,Male,Management,35-49,Mid-Level,Completed,1,100.0,1,4.0,1.0
2024-03,Algeria,Algiers Hackerspace,Web Development Essentials*,Code Schedule,Male,Research And Development,25-34,Junior,Completed,1,100.0,1,2.0,1.0
2024-03,Algeria,Algiers Hackerspace,Web Development Essentials*,Code Schedule,Male,Research And Development,25-34,Mid-Level,Completed,1,100.0,1,4.0,1.0
2024-03,Côte d'Ivoire,Ivory Coast Online Hackerspace,Cybersecurity - Comptia Security + Certified,Code Schedule,Male,Research And Development,25-34,Mid-Level,Likely Churned,1,13.43,0,3.0,0.0
2024-03,Côte d'Ivoire,Ivory Coast Online Hackerspace,Data Analytics - Microsoft Power BI Certified*,Code Schedule,Unknown,Unknown,Unknown,No Experience,Likely Churned,1,0.0,0,0.0,0.0
2024-03,Côte d'Ivoire,Ivory Coast Online Hackerspace,Data Scientist Bootcamp*,Night,Female,Management,25-34,Mid-Level,Likely Churned,1,7.4,0,4.0,0.0
2024-03,Côte d'Ivoire,Ivory Coast Online Hackerspace,Data Scientist Bootcamp*,Night,Female,Unknown,Unknown,Junior,Active / In Progress,1,26.28,0,1.0,0.0
2024-03,Côte d'Ivoire,Ivory Coast Online Hackerspace,Data Scientist Bootcamp*,Night,Male,Research And Development,35-49,Mid-Level,Active / In Progress,1,36.87,0,4.0,0.0
2024-03,Côte d'Ivoire,Ivory Coast Online Hackerspace,Data Scientist Bootcamp*,Night,Male,Research And Development,35-49,No Experience,Likely Churned,1,24.44,0,0.0,0.0
2024-03,Côte d'Ivoire,Ivory Coast Online Hackerspace,Python Essentials*,Code Schedule,Female,Management,25-34,Junior,Likely Churned,1,1.47,0,1.0,0.0
2024-03,Côte d'Ivoire,Ivory Coast Online Hackerspace,Python Essentials*,Code Schedule,Male,Engineering And Technology,18-24,No Experience,Active / In Progress,1,97.01,0,0.0,0.0
2024-03,Côte d'Ivoire,Ivory Coast Online Hackerspace,Python Essentials*,Code Schedule,Male,Sales,25-34,No Experience,Completed,2,100.0,2,0.0,1.0
2024-03,Côte d'Ivoire,Ivory Coast Online Hackerspace,Social Media Marketing Essentials*,Code Schedule,Female,Engineering And Technology,25-34,No Experience,Active / In Progress,1,43.4,0,0.0,0.0
2024-03,Côte d'Ivoire,Ivory Coast Online Hackerspace,Social Media Marketing Essentials*,Code Schedule,Female,Operations,25-34,Mid-Level,Active / In Progress,1,25.49,0,3.0,0.0
2024-03,Côte d'Ivoire,Ivory Coast Online Hackerspace,Social Media Marketing Essentials*,Code Schedule,Female,Sales,Unknown,No Experience,Likely Churned,1,3.92,0,0.0,0.0
2024-03,Côte d'Ivoire,Ivory Coast Online Hackerspace,Social Media Marketing Essentials*,Code Schedule,Male,Management,25-34,Junior,Likely Churned,1,3.92,0,1.0,0.0
2024-03,Côte d'Ivoire,Ivory Coast Online Hackerspace,Social Media Marketing Essentials*,Code Schedule,Male,Research And Development,35-49,Mid-Level,Likely Churned,1,3.92,0,4.0,0.0
2024-03,Côte d'Ivoire,Ivory Coast Online Hackerspace,UX & UI Design*,Code Schedule,Male,Management,25-34,Junior,Active / In Progress,1,46.67,0,1.0,0.0
2024-03,Côte d'Ivoire,Ivory Coast Online Hackerspace,UX & UI Design*,Code Schedule,Male,Management,25-34,Junior,Completed,1,96.1,1,2.0,1.0
2024-03,Côte d'Ivoire,Ivory Coast Online Hackerspace,UX & UI Design*,Code Schedule,Male,Management,Unknown,No Experience,Completed,1,100.0,1,0.0,1.0
2024-03,Côte d'Ivoire,Ivory Coast Online Hackerspace,UX & UI Design*,Code Schedule,Male,Operations,18-24,Junior,Completed,1,100.0,1,1.0,1.0
2024-03,Côte d'Ivoire,Ivory Coast Online Hackerspace,UX & UI Design*,Code Schedule,Male,Sales,18-24,No Experience,Completed,2,100.0,2,0.0,1.0
2024-03,Côte d'Ivoire,Ivory Coast Online Hackerspace,Web Development Essentials*,Code Schedule,Female,Sales,18-24,No Experience,Active / In Progress,1,100.0,0,0.0,0.0
2024-03,Côte d'Ivoire,Ivory Coast Online Hackerspace,Web Development Essentials*,Code Schedule,Male,Engineering And Technology,35-49,Mid-Level,Likely Churned,1,0.84,0,4.0,0.0
2024-03,Côte d'Ivoire,Ivory Coast Online Hackerspace,Web Development Essentials*,Code Schedule,Unknown,Unknown,Unknown,No Experience,Likely Churned,1,0.0,0,0.0,0.0
2024-03,Côte d'Ivoire,Marcory Zone 4,Graphic Design - Adobe Certified*,Code Schedule,Female,Finance And Accounting And Legal,35-49,No Experience,Completed,1,100.0,1,0.0,1.0
2024-03,Côte d'Ivoire,Marcory Zone 4,Graphic Design - Adobe Certified*,Code Schedule,Female,Research And Development,25-34,No Experience,Completed,1,95.97,1,0.0,1.0
2024-03,Côte d'Ivoire,Marcory Zone 4,Graphic Design - Adobe Certified*,Code Schedule,Female,Research And Development,25-34,No Experience,Likely Churned,1,22.4,0,0.0,0.0
2024-03,Côte d'Ivoire,Marcory Zone 4,Graphic Design - Adobe Certified*,Code Schedule,Male,Engineering And Technology,18-24,No Experience,Completed,1,95.97,1,0.0,1.0
2024-03,Côte d'Ivoire,Marcory Zone 4,Graphic Design - Adobe Certified*,Code Schedule,Male,Sales,18-24,No Experience,Completed,1,100.0,1,0.0,1.0
2024-03,Côte d'Ivoire,Marcory Zone 4,Social Media Marketing Essentials*,Code Schedule,Female,Management,18-24,No Experience,Active / In Progress,1,100.0,0,0.0,0.0
2024-03,Côte d'Ivoire,Marcory Zone 4,Social Media Marketing Essentials*,Code Schedule,Female,Management,25-34,Mid-Level,Likely Churned,1,23.53,0,3.0,0.0
2024-03,Côte d'Ivoire,Marcory Zone 4,Social Media Marketing Essentials*,Code Schedule,Male,Management,35-49,Mid-Level,Active / In Progress,1,49.02,0,4.0,0.0
2024-03,Côte d'Ivoire,Marcory Zone 4,Social Media Marketing Essentials*,Code Schedule,Male,Sales,18-24,No Experience,Active / In Progress,1,60.78,0,0.0,0.0
2024-03,Côte d'Ivoire,Marcory Zone 4,Software Developer Bootcamp*,Morning,Female,Design,18-24,No Experience,Active / In Progress,1,63.18,0,0.0,0.0
2024-03,Côte d'Ivoire,Marcory Zone 4,Software Developer Bootcamp*,Morning,Female,Engineering And Technology,18-24,No Experience,Active / In Progress,1,100.0,0,0.0,0.0
2024-03,Côte d'Ivoire,Marcory Zone 4,Software Developer Bootcamp*,Morning,Unknown,Marketing,Unknown,No Experience,Likely Churned,1,0.0,0,0.0,0.0
2024-03,Côte d'Ivoire,Marcory Zone 4,Web Development Essentials*,Code Schedule,Male,Engineering And Technology,25-34,No Experience,Active / In Progress,1,50.0,0,0.0,0.0
2024-03,Côte d'Ivoire,Marcory Zone 4,Web Development Essentials*,Code Schedule,Male,Operations,25-34,Junior,Likely Churned,1,6.72,0,2.0,0.0
2024-03,Côte d'Ivoire,Marcory Zone 4,Web Development Essentials*,Code Schedule,Male,Sales,18-24,No Experience,Likely Churned,1,0.0,0,0.0,0.0
2024-03,Côte d'Ivoire,Marcory Zone 4,Web Development Essentials*,Code Schedule,Male,Sales,25-34,No Experience,Active / In Progress,1,100.0,0,0.0,0.0
2024-03,Côte d'Ivoire,Riviera Hackerspace,Cybersecurity - Comptia Security + Certified,Code Schedule,Male,Engineering And Technology,18-24,No Experience,Completed,1,98.53,1,0.0,1.0
2024-03,Côte d'Ivoire,Riviera Hackerspace,Cybersecurity - Comptia Security + Certified,Code Schedule,Male,Engineering And Technology,25-34,Junior,Completed,1,100.0,1,2.0,1.0
2024-03,Côte d'Ivoire,Riviera Hackerspace,Cybersecurity - Comptia Security + Certified,Code Schedule,Male,Management,18-24,No Experience,Active / In Progress,1,25.0,0,0.0,0.0
2024-03,Côte d'Ivoire,Riviera Hackerspace,Cybersecurity - Comptia Security + Certified,Code Schedule,Male,Sales,25-34,Junior,Likely Churned,1,15.94,0,1.0,0.0
2024-03,Côte d'Ivoire,Riviera Hackerspace,Cybersecurity - Comptia Security + Certified,Code Schedule,Male,Unknown,50+,Mid-Level,Likely Churned,1,16.42,0,3.0,0.0
2024-03,Côte d'Ivoire,Riviera Hackerspace,Data Analytics - Microsoft Power BI Certified*,Code Schedule,Female,Management,25-34,No Experience,Completed,1,96.26,1,0.0,1.0
2024-03,Côte d'Ivoire,Riviera Hackerspace,Data Analytics - Microsoft Power BI Certified*,Code Schedule,Female,Unknown,35-49,Mid-Level,Completed,1,100.0,1,4.0,1.0
2024-03,Côte d'Ivoire,Riviera Hackerspace,Data Analytics - Microsoft Power BI Certified*,Code Schedule,Male,Management,25-34,No Experience,Active / In Progress,1,96.26,0,0.0,0.0
2024-03,Côte d'Ivoire,Riviera Hackerspace,Data Analytics - Microsoft Power BI Certified*,Code Schedule,Male,Research And Development,25-34,No Experience,Completed,1,100.0,1,0.0,1.0
2024-03,Côte d'Ivoire,Riviera Hackerspace,Data Analytics - Microsoft Power BI Certified*,Code Schedule,Male,Research And Development,35-49,Mid-Level,Completed,1,98.39,1,4.0,1.0
2024-03,Côte d'Ivoire,Riviera Hackerspace,Data Analytics - Microsoft Power BI Certified*,Code Schedule,Male,Unknown,35-49,Junior,Completed,1,96.26,1,2.0,1.0
2024-03,Côte d'Ivoire,Riviera Hackerspace,Data Scientist Bootcamp*,Morning,Female,Management,18-24,No Experience,Completed,1,99.16,1,0.0,1.0
2024-03,Côte d'Ivoire,Riviera Hackerspace,Data Scientist Bootcamp*,Morning,Male,Management,18-24,No Experience,Completed,2,99.44,2,0.0,1.0
2024-03,Côte d'Ivoire,Riviera Hackerspace,Data Scientist Bootcamp*,Morning,Male,Management,25-34,No Experience,Completed,1,100.0,1,0.0,1.0
2024-03,Côte d'Ivoire,Riviera Hackerspace,Data Scientist Bootcamp*,Morning,Male,Management,35-49,Mid-Level,Completed,1,100.0,1,3.0,1.0
2024-03,Côte d'Ivoire,Riviera Hackerspace,Data Scientist Bootcamp*,Morning,Male,Research And Development,25-34,Junior,Completed,1,100.0,1,1.0,1.0
2024-03,Côte d'Ivoire,Riviera Hackerspace,Data Scientist Bootcamp*,Morning,Male,Research And Development,25-34,No Experience,Active / In Progress,1,49.16,0,0.0,0.0
2024-03,Côte d'Ivoire,Riviera Hackerspace,Data Scientist Bootcamp*,Night,Female,Research And Development,18-24,Junior,Completed,1,100.0,1,1.0,1.0
2024-03,Côte d'Ivoire,Riviera Hackerspace,Data Scientist Bootcamp*,Night,Female,Research And Development,35-49,Mid-Level,Completed,1,99.72,1,3.0,1.0
2024-03,Côte d'Ivoire,Riviera Hackerspace,Data Scientist Bootcamp*,Night,Male,Research And Development,18-24,No Experience,Completed,1,99.16,1,0.0,1.0
2024-03,Côte d'Ivoire,Riviera Hackerspace,Data Scientist Bootcamp*,Night,Male,Research And Development,35-49,Mid-Level,Completed,1,100.0,1,3.0,1.0
2024-03,Côte d'Ivoire,Riviera Hackerspace,Graphic Design - Adobe Certified*,Code Schedule,Female,Engineering And Technology,18-24,No Experience,Completed,1,100.0,1,0.0,1.0
2024-03,Côte d'Ivoire,Riviera Hackerspace,Graphic Design - Adobe Certified*,Code Schedule,Female,Management,18-24,No Experience,Completed,1,100.0,1,0.0,1.0
2024-03,Côte d'Ivoire,Riviera Hackerspace,Graphic Design - Adobe Certified*,Code Schedule,Female,Marketing,25-34,Junior,Active / In Progress,1,30.25,0,2.0,0.0
2024-03,Côte d'Ivoire,Riviera Hackerspace,Graphic Design - Adobe Certified*,Code Schedule,Female,Marketing,25-34,No Experience,Completed,1,100.0,1,0.0,1.0
2024-03,Côte d'Ivoire,Riviera Hackerspace,Graphic Design - Adobe Certified*,Code Schedule,Female,Sales,25-34,Junior,Completed,1,100.0,1,2.0,1.0
2024-03,Côte d'Ivoire,Riviera Hackerspace,Graphic Design - Adobe Certified*,Code Schedule,Female,Unknown,18-24,Junior,Completed,1,100.0,1,2.0,1.0
2024-03,Côte d'Ivoire,Riviera Hackerspace,Graphic Design - Adobe Certified*,Code Schedule,Male,Engineering And Technology,25-34,Junior,Completed,1,97.64,1,2.0,1.0
2024-03,Côte d'Ivoire,Riviera Hackerspace,Graphic Design - Adobe Certified*,Code Schedule,Male,Engineering And Technology,25-34,Mid-Level,Completed,1,100.0,1,3.0,1.0
2024-03,Côte d'Ivoire,Riviera Hackerspace,Graphic Design - Adobe Certified*,Code Schedule,Male,Management,18-24,No Experience,Active / In Progress,1,40.34,0,0.0,0.0
2024-03,Côte d'Ivoire,Riviera Hackerspace,Graphic Design - Adobe Certified*,Code Schedule,Male,Management,25-34,No Experience,Completed,1,100.0,1,0.0,1.0
2024-03,Côte d'Ivoire,Riviera Hackerspace,Graphic Design - Adobe Certified*,Code Schedule,Male,Sales,18-24,Junior,Completed,1,100.0,1,1.0,1.0
2024-03,Côte d'Ivoire,Riviera Hackerspace,Graphic Design - Adobe Certified*,Code Schedule,Male,Sales,25-34,No Experience,Likely Churned,1,21.01,0,0.0,0.0
2024-03,Côte d'Ivoire,Riviera Hackerspace,Graphic Design - Adobe Certified*,Code Schedule,Unknown,Engineering And Technology,25-34,No Experience,Active / In Progress,1,61.34,0,0.0,0.0
2024-03,Côte d'Ivoire,Riviera Hackerspace,Performance Marketing - Meta Certified,Code Schedule,Female,Management,18-24,Junior,Active / In Progress,1,100.0,0,1.0,0.0
2024-03,Côte d'Ivoire,Riviera Hackerspace,Performance Marketing - Meta Certified,Code Schedule,Female,Management,18-24,No Experience,Completed,1,100.0,1,0.0,1.0
2024-03,Côte d'Ivoire,Riviera Hackerspace,Performance Marketing - Meta Certified,Code Schedule,Female,Marketing,25-34,Junior,Likely Churned,1,21.95,0,2.0,0.0
2024-03,Côte d'Ivoire,Riviera Hackerspace,Performance Marketing - Meta Certified,Code Schedule,Female,Research And Development,35-49,Mid-Level,Completed,1,100.0,1,3.0,1.0
2024-03,Côte d'Ivoire,Riviera Hackerspace,Performance Marketing - Meta Certified,Code Schedule,Male,Management,25-34,Junior,Active / In Progress,1,100.0,0,1.0,0.0
2024-03,Côte d'Ivoire,Riviera Hackerspace,Performance Marketing - Meta Certified,Code Schedule,Male,Management,25-34,No Experience,Active / In Progress,1,69.77,0,0.0,0.0
2024-03,Côte d'Ivoire,Riviera Hackerspace,Performance Marketing - Meta Certified,Code Schedule,Male,Management,25-34,No Experience,Completed,1,100.0,1,0.0,1.0
2024-03,Côte d'Ivoire,Riviera Hackerspace,Performance Marketing - Meta Certified,Code Schedule,Male,Research And Development,18-24,No Experience,Active / In Progress,1,98.85,0,0.0,0.0
2024-03,Côte d'Ivoire,Riviera Hackerspace,Python Essentials*,Code Schedule,Female,Engineering And Technology,18-24,No Experience,Active / In Progress,1,33.09,0,0.0,0.0
2024-03,Côte d'Ivoire,Riviera Hackerspace,Python Essentials*,Code Schedule,Male,Management,25-34,No Experience,Active / In Progress,1,100.0,0,0.0,0.0
2024-03,Côte d'Ivoire,Riviera Hackerspace,Python Essentials*,Code Schedule,Male,Management,25-34,No Experience,Completed,1,100.0,1,0.0,1.0
2024-03,Côte d'Ivoire,Riviera Hackerspace,Python Essentials*,Code Schedule,Male,Research And Development,25-34,No Experience,Active / In Progress,1,100.0,0,0.0,0.0
2024-03,Côte d'Ivoire,Riviera Hackerspace,Python Essentials*,Code Schedule,Male,Sales,18-24,No Experience,Likely Churned,1,14.71,0,0.0,0.0
2024-03,Côte d'Ivoire,Riviera Hackerspace,Python Essentials*,Code Schedule,Male,Sales,Unknown,No Experience,Active / In Progress,1,40.44,0,0.0,0.0
2024-03,Côte d'Ivoire,Riviera Hackerspace,Python Essentials*,Code Schedule,Unknown,Research And Development,35-49,Mid-Level,Likely Churned,1,24.26,0,4.0,0.0
2024-03,Côte d'Ivoire,Riviera Hackerspace,Social Media Marketing Essentials*,Code Schedule,Female,Management,18-24,No Experience,Active / In Progress,1,41.18,0,0.0,0.0
2024-03,Côte d'Ivoire,Riviera Hackerspace,Social Media Marketing Essentials*,Code Schedule,Female,Management,25-34,No Experience,Completed,1,100.0,1,0.0,1.0
2024-03,Côte d'Ivoire,Riviera Hackerspace,Social Media Marketing Essentials*,Code Schedule,Female,Management,50+,Mid-Level,Completed,1,100.0,1,3.0,1.0
2024-03,Côte d'Ivoire,Riviera Hackerspace,Social Media Marketing Essentials*,Code Schedule,Male,Management,18-24,Junior,Active / In Progress,1,57.69,0,2.0,0.0
2024-03,Côte d'Ivoire,Riviera Hackerspace,Social Media Marketing Essentials*,Code Schedule,Male,Management,18-24,Junior,Completed,1,100.0,1,2.0,1.0
2024-03,Côte d'Ivoire,Riviera Hackerspace,Social Media Marketing Essentials*,Code Schedule,Male,Research And Development,18-24,No Experience,Active / In Progress,1,100.0,0,0.0,0.0
2024-03,Côte d'Ivoire,Riviera Hackerspace,Social Media Marketing Essentials*,Code Schedule,Male,Sales,25-34,Junior,Completed,1,100.0,1,2.0,1.0
2024-03,Côte d'Ivoire,Riviera Hackerspace,Social Media Marketing Essentials*,Code Schedule,Male,Sales,25-34,No Experience,Active / In Progress,1,100.0,0,0.0,0.0
2024-03,Côte d'Ivoire,Riviera Hackerspace,Social Media Marketing Essentials*,Code Schedule,Male,Sales,25-34,No Experience,Completed,1,100.0,1,0.0,1.0
2024-03,Côte d'Ivoire,Riviera Hackerspace,Software Developer Bootcamp*,Afternoon,Male,Engineering And Technology,18-24,Junior,Completed,1,100.0,1,2.0,1.0
2024-03,Côte d'Ivoire,Riviera Hackerspace,Software Developer Bootcamp*,Afternoon,Male,Management,18-24,No Experience,Completed,1,100.0,1,0.0,1.0
2024-03,Côte d'Ivoire,Riviera Hackerspace,Software Developer Bootcamp*,Afternoon,Male,Management,35-49,Mid-Level,Completed,1,100.0,1,4.0,1.0
2024-03,Côte d'Ivoire,Riviera Hackerspace,Software Developer Bootcamp*,Afternoon,Male,Management,35-49,No Experience,Likely Churned,1,11.59,0,0.0,0.0
2024-03,Côte d'Ivoire,Riviera Hackerspace,Software Developer Bootcamp*,Afternoon,Male,Marketing,18-24,No Experience,Completed,1,100.0,1,0.0,1.0
2024-03,Côte d'Ivoire,Riviera Hackerspace,Software Developer Bootcamp*,Afternoon,Male,Research And Development,25-34,Junior,Completed,1,99.78,1,2.0,1.0
